"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007264","small GTPase-mediated signal transduction","62/1096","487/18805",0.127310061601643,2.18436652228001,6.58786901479712,5.40643927400115e-09,2.85946573201921e-05,2.60590373006855e-05,"5649/10395/4038/23094/8412/7410/80005/26230/19/5906/8997/57706/23092/22800/2059/57186/25791/6792/9448/65979/23362/25/2048/26037/3988/10160/64787/286205/153020/1600/9908/6091/8615/79109/90627/64759/57584/57698/10565/23268/11261/8550/4650/9093/2885/8729/143872/6714/50650/85440/613/5898/5291/81704/8829/6009/23179/80230/6655/8936/1072/93663",62
"GO:0044272","sulfur compound biosynthetic process","29/1096","169/18805",0.171597633136095,2.94424588606228,6.31613740677618,1.49151585092646e-07,0.000394431366777501,0.000359455320073276,"7358/9653/31/83539/2131/79877/2137/54898/4522/79071/2729/6934/2950/80025/47/10327/79066/23181/222537/201562/11046/29940/9951/6667/3029/53354/60490/32/4144",29
"GO:0008206","bile acid metabolic process","14/1096","51/18805",0.274509803921569,4.70999713754115,6.6000174852605,8.14615250091698e-07,0.00143616668591166,0.00130881516848066,"5825/9971/2494/1066/1593/5629/26031/6822/80025/2264/114883/5205/9420/1645",14
"GO:0051056","regulation of small GTPase mediated signal transduction","40/1096","303/18805",0.132013201320132,2.26506227265062,5.52277384551946,1.11661870728929e-06,0.00147644908571326,0.00134552554228359,"5649/10395/4038/23094/7410/26230/19/8997/57706/23092/2059/57186/25791/6792/9448/23362/25/2048/26037/64787/286205/6091/79109/90627/64759/57584/10565/23268/4650/8729/143872/6714/50650/85440/613/5291/81704/8829/6655/93663",40
"GO:0046394","carboxylic acid biosynthetic process","42/1096","334/18805",0.125748502994012,2.15757353905328,5.31018925143256,2.19471136211955e-06,0.00222663217211177,0.00202918643781031,"216/2746/5825/9971/8803/672/7358/9104/25902/31/4671/1066/51085/9415/2593/3990/1593/84105/5629/54898/4522/26031/79071/7494/2950/47/2264/23498/51422/1806/3992/22937/114883/10196/201562/55825/29940/9420/8854/32/8644/493",42
"GO:0016053","organic acid biosynthetic process","42/1096","337/18805",0.124629080118694,2.13836665294895,5.24590669674371,2.76569424892792e-06,0.00222663217211177,0.00202918643781031,"216/2746/5825/9971/8803/672/7358/9104/25902/31/4671/1066/51085/9415/2593/3990/1593/84105/5629/54898/4522/26031/79071/7494/2950/47/2264/23498/51422/1806/3992/22937/114883/10196/201562/55825/29940/9420/8854/32/8644/493",42
"GO:0048813","dendrite morphogenesis","24/1096","144/18805",0.166666666666667,2.85964111922141,5.57283660069132,2.94695125823074e-06,0.00222663217211177,0.00202918643781031,"5649/1501/27067/5530/4038/6383/25791/6792/1523/2048/26037/29904/10160/26259/5728/7337/50488/84062/10611/23181/80312/8829/26039/1072",24
"GO:0051258","protein polymerization","36/1096","282/18805",0.127659574468085,2.19036341046746,5.01050891475379,8.1682132278056e-06,0.00504224139286102,0.00459512261553982,"5581/7429/3093/5058/4733/51466/23242/2059/830/85464/2266/25/1730/120/84501/2241/163782/55604/1785/4134/10565/55761/9659/51199/2885/9793/81624/6840/29766/10426/4204/1729/2243/8936/93663/11078",36
"GO:0006790","sulfur compound metabolic process","40/1096","329/18805",0.121580547112462,2.08606039092139,4.94403261010128,8.66026711644822e-06,0.00504224139286102,0.00459512261553982,"6783/8803/2936/7358/8801/8694/9653/31/83539/2131/79877/4482/2137/54898/4522/79071/55959/2729/6934/2950/6822/80025/47/10327/79066/138050/23181/222537/201562/11046/29940/54677/9951/373156/6667/3029/53354/60490/32/4144",40
"GO:0044027","negative regulation of gene expression via chromosomal CpG island methylation","7/1096","15/18805",0.466666666666667,8.00699513381995,6.75378816525769,9.53344940983365e-06,0.00504224139286102,0.00459512261553982,"672/3070/1786/10664/4204/115426/353274",7
"GO:0072330","monocarboxylic acid biosynthetic process","31/1096","229/18805",0.135371179039301,2.32267793962962,5.00990083407728,1.05466088949677e-05,0.00507006317502196,0.00462047731208279,"5825/9971/672/9104/31/1066/51085/9415/2593/3990/1593/5629/54898/26031/79071/7494/2950/47/2264/51422/3992/22937/114883/10196/201562/55825/29940/9420/8854/32/8644",31
"GO:0030041","actin filament polymerization","24/1096","156/18805",0.153846153846154,2.63966872543515,5.11592321125899,1.21461071542475e-05,0.00507006317502196,0.00462047731208279,"5581/7429/51466/23242/2059/830/85464/25/1730/120/84501/2241/163782/55604/10565/55761/2885/81624/6840/29766/1729/8936/93663/11078",24
"GO:0016358","dendrite development","32/1096","242/18805",0.132231404958678,2.26880617723352,4.94210837049647,1.2461868269103e-05,0.00507006317502196,0.00462047731208279,"5649/1501/27067/5530/50807/4038/6383/23242/25791/6792/25/1523/57118/2048/2146/26037/29904/10160/1600/26259/5728/7337/50488/84062/10611/8550/23181/80312/8829/4204/26039/1072",32
"GO:0072350","tricarboxylic acid metabolic process","7/1096","16/18805",0.4375,7.5065579379562,6.47728250061965,1.60949349675133e-05,0.00608043650308414,0.00554125618167244,"2746/47/1431/50/3418/48/32",7
"GO:0030010","establishment of cell polarity","24/1096","162/18805",0.148148148148148,2.5419032170857,4.90331846855918,2.31291213547862e-05,0.00815532818969762,0.00743215766200464,"23094/5747/23286/90102/56288/29899/25/10207/5314/2319/79648/22902/4134/57698/10565/10890/8729/85440/81624/5310/81704/56647/5754/2011",24
"GO:0044772","mitotic cell cycle phase transition","49/1096","457/18805",0.107221006564551,1.8396815952978,4.52076308287368,2.82947896704334e-05,0.00873502555603249,0.00796045059180878,"4774/286053/5530/672/51379/5591/5933/10783/79915/51347/5932/2059/27085/1871/1112/7027/55193/8379/2146/54617/131405/6873/26057/57695/1785/84861/5728/57099/545/91/8454/140901/55159/1104/57504/1977/9274/6598/51065/5310/29766/9735/348654/55743/7040/25942/79791/51720/1642",49
"GO:0055088","lipid homeostasis","26/1096","186/18805",0.139784946236559,2.39840868063731,4.76810473773967,3.0353996469821e-05,0.00873502555603249,0.00796045059180878,"9971/3172/8694/2494/31/1066/64241/51085/19/3990/5468/3988/7494/22913/64240/84263/2264/80339/23788/6721/4041/9420/7555/7040/1645/27329",26
"GO:0030201","heparan sulfate proteoglycan metabolic process","11/1096","44/18805",0.25,4.28946167883212,5.43446201146715,3.24059006206854e-05,0.00873502555603249,0.00796045059180878,"7358/9653/2131/2137/55959/6934/138050/222537/11046/29940/9951",11
"GO:0060997","dendritic spine morphogenesis","13/1096","60/18805",0.216666666666667,3.71753345498783,5.24494793539828,3.31578018335498e-05,0.00873502555603249,0.00796045059180878,"5649/1501/27067/25791/2048/26037/29904/5728/7337/84062/10611/23181/1072",13
"GO:0008154","actin polymerization or depolymerization","26/1096","187/18805",0.13903743315508,2.38558296576759,4.73718346998146,3.33414454197578e-05,0.00873502555603249,0.00796045059180878,"5581/7429/51466/23242/2059/830/85464/25/1730/120/57553/84501/2241/163782/55604/10565/55761/2885/81624/6840/29766/1729/8936/1072/93663/11078",26
"GO:0010975","regulation of neuron projection development","48/1096","448/18805",0.107142857142857,1.83834071949948,4.46778322767353,3.4682461084644e-05,0.00873502555603249,0.00796045059180878,"6616/5649/6092/146760/5793/27067/5530/23303/9175/4038/6383/26230/5058/5906/23242/25791/57154/6792/5780/25/1523/57118/2048/2146/26037/29904/9863/1600/22902/26259/6091/6498/112/5728/57698/7337/84062/1716/51199/10611/1756/8829/411/22943/5754/2011/26039/1072",48
"GO:0060996","dendritic spine development","17/1096","99/18805",0.171717171717172,2.94629691071297,4.83024995307861,5.3972486469778e-05,0.0129754764063025,0.0118248811265605,"5649/1501/27067/50807/25791/6792/2048/26037/29904/5728/7337/84062/10611/8550/23181/4204/1072",17
"GO:0042632","cholesterol homeostasis","18/1096","111/18805",0.162162162162162,2.78235352140462,4.68530209369358,7.18444183993031e-05,0.0158327137047464,0.0144287540285267,"9971/3172/2494/1066/64241/19/3990/7494/22913/64240/84263/2264/6721/4041/9420/7555/1645/27329",18
"GO:0048024","regulation of mRNA splicing, via spliceosome","18/1096","111/18805",0.162162162162162,2.78235352140462,4.68530209369358,7.18444183993031e-05,0.0158327137047464,0.0144287540285267,"54502/11030/6733/1207/6732/4691/65110/4928/283375/23543/65109/10658/84081/708/55147/6429/79066/3191",18
"GO:0051168","nuclear export","24/1096","174/18805",0.137931034482759,2.36659954694186,4.50537757424385,7.50179282720955e-05,0.0158707929052445,0.01446345657086,"23293/57154/6310/51496/9883/64328/4928/4927/11261/26993/23039/8021/1977/100101267/55153/5310/9688/1434/5494/7040/55051/9631/23214/8106",24
